FID,angebot,parkregel_gruppe,parkregel_name,prm_name,strasse,geoportal_class,center_lon,center_lat
opendata_ruhver_parkseiten_line.57,27.0,Mischparken,M 9-23,Bayernplatz,Hiltenspergerstr.,Mischparken,11.566299309726507,48.16508729733257
opendata_ruhver_parkseiten_line.58,17.0,Mischparken,M 9-23,Bayernplatz,Hiltenspergerstr.,Mischparken,11.566561734223477,48.16677598769305
opendata_ruhver_parkseiten_line.59,6.0,Mischparken,M 9-23,Bayernplatz,Hiltenspergerstr.,Mischparken,11.566677970923159,48.16749647326439
opendata_ruhver_parkseiten_line.60,23.0,Bewohnerparken,Bew 9-23,West Schwabing,Adelheidstr.,Bewohnerparken,11.567949630926792,48.15990551701766
opendata_ruhver_parkseiten_line.61,23.0,Bewohnerparken,Bew 9-23,West Schwabing,Adelheidstr.,Bewohnerparken,11.568043792550764,48.15991876411869
opendata_ruhver_parkseiten_line.62,11.0,Bewohnerparken,Bew 9-23,West Schwabing,Adelheidstr.,Bewohnerparken,11.567830412047265,48.15870371372551
opendata_ruhver_parkseiten_line.63,8.0,Bewohnerparken,Bew 9-23,West Schwabing,Adelheidstr.,Bewohnerparken,11.567659245595308,48.15802746953527
opendata_ruhver_parkseiten_line.64,32.0,Mischparken,"M 9-18, Bew 18-23",West Schwabing,Hiltenspergerstr.,Mischparken,11.566891708929818,48.15978741580367
opendata_ruhver_parkseiten_line.65,13.0,Mischparken,M 9-23,Bayernplatz,Hiltenspergerstr.,Mischparken,11.566383360726864,48.16484015496946
opendata_ruhver_parkseiten_line.66,21.0,Bewohnerparken,Bew 9-23,Südliche Au,Sommerstr.,Bewohnerparken,11.572899377532934,48.1212117743082
opendata_ruhver_parkseiten_line.67,21.0,Bewohnerparken,Bew 9-23,Südliche Au,Sommerstr.,Bewohnerparken,11.573127343832523,48.12132117973923
opendata_ruhver_parkseiten_line.68,6.0,Kurzzeitparken,"KZP 2h 9-23, Bew frei 18-23",Südliche Au,Humboldtstr.,Kurzzeitparken,11.57217681489761,48.12083058272675
opendata_ruhver_parkseiten_line.69,2.0,Mischparken,M 9-23,Barbarastraße,Schleißheimer Str.,Mischparken,11.562483588464932,48.15822485171409
opendata_ruhver_parkseiten_line.70,2.0,Mischparken,M 9-23,Barbarastraße,Schleißheimer Str.,Mischparken,11.562314473347662,48.157682005839156
opendata_ruhver_parkseiten_line.71,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Karolinenplatz,Lenbachpl.,Absolutes Halteverbot,11.568360773205178,48.141089759785544
opendata_ruhver_parkseiten_line.72,7.0,Kurzzeitparken,"KZP 2h 9-23, Bew frei 18-23",Südliche Au,Humboldtstr.,Kurzzeitparken,11.574454352939565,48.11990459677488
opendata_ruhver_parkseiten_line.73,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Altstadt,Pacellistr.,Absolutes Halteverbot,11.569213793026815,48.14083114249774
opendata_ruhver_parkseiten_line.74,8.0,Mischparken,M 9-23,Nördliches Lehel,Lerchenfeldstr.,Mischparken,11.590831827392343,48.144129879197315
opendata_ruhver_parkseiten_line.75,15.0,Mischparken,M 9-23,Nördliches Lehel,Himbselstr.,Mischparken,11.591020903389385,48.1437136080154
opendata_ruhver_parkseiten_line.76,29.0,Mischparken,M 9-23,Nördliches Lehel,Himbselstr.,Mischparken,11.591670223972862,48.143644748611564
opendata_ruhver_parkseiten_line.77,6.0,Bewohnerparken,Bew 9-23,Südliche Au,Boosstr.,Bewohnerparken,11.57965031573431,48.124350881934035
opendata_ruhver_parkseiten_line.78,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Südliche Au,Boosstr.,Absolutes Halteverbot,11.57961864226034,48.124407461766914
opendata_ruhver_parkseiten_line.79,17.0,Altstadt und HBF,Altstadtregelung 8-23,Altstadt,Maximilianspl.,Altstadttarif Altstadt und HBF,11.570496289469904,48.141342008652586
opendata_ruhver_parkseiten_line.80,30.0,Mischparken,M 9-23,Nördliches Lehel,Lerchenfeldstr.,Mischparken,11.592371859639048,48.14535410008748
opendata_ruhver_parkseiten_line.81,10.0,Mischparken mit Parkscheibe,"PS 4h 9-18, Bew 18-23",Herzog-Ernst-Platz,Ganghoferstr.,Mischparken mit Parkscheibe,11.539286834050015,48.12591985302448
opendata_ruhver_parkseiten_line.82,0.0,Absolutes Halteverbot (0-24 Uhr),AHV 0-24,Nördliche Au,Ohlmüllerstr.,Absolutes Halteverbot,11.57871776144043,48.12610093869091
opendata_ruhver_parkseiten_line.83,10.0,Mischparken,M 9-23,Südliche Au,Eduard-Schmid-Str.,Mischparken,11.57760632452446,48.12608867230967
opendata_ruhver_parkseiten_line.84,17.0,Mischparken,M 9-23,Südliche Au,Eduard-Schmid-Str.,Mischparken,11.576471587780635,48.12528846368076
opendata_ruhver_parkseiten_line.85,25.0,Mischparken,M 9-23,Südliche Au,Eduard-Schmid-Str.,Mischparken,11.575490649392352,48.12416368458831
opendata_ruhver_parkseiten_line.86,12.0,Mischparken mit Parkscheibe,"PS 4h 9-18, Bew 18-23",Herzog-Ernst-Platz,Ganghoferstr.,Mischparken mit Parkscheibe,11.539232607959311,48.126266817654454
opendata_ruhver_parkseiten_line.87,13.0,Mischparken,M 9-23,Südliche Au,Falkenstr.,Mischparken,11.579469049550095,48.122423569353785
opendata_ruhver_parkseiten_line.88,10.0,Mischparken,M 9-23,Südliche Au,Falkenstr.,Mischparken,11.579432202596022,48.12274426889889
opendata_ruhver_parkseiten_line.89,5.0,Mischparken,M 9-23,Südliche Au,Falkenstr.,Mischparken,11.578327973378265,48.12149197543348
opendata_ruhver_parkseiten_line.90,14.0,Mischparken,M 9-23,Südliche Au,Falkenstr.,Mischparken,11.577282841092611,48.12085683870234
opendata_ruhver_parkseiten_line.91,22.0,Mischparken,M 9-23,Schwabing Mitte,Kurfürstenstr.,Mischparken,11.575448501707886,48.15846227483144
opendata_ruhver_parkseiten_line.92,12.0,Mischparken mit Parkscheibe,"PS 4h 9-18, Bew 18-23",Herzog-Ernst-Platz,Ganghoferstr.,Mischparken mit Parkscheibe,11.539160941113929,48.1266126114619
opendata_ruhver_parkseiten_line.93,11.0,Mischparken,M 9-23,Akademieviertel,Kurfürstenstr.,Mischparken,11.576218160068183,48.15444511215303
opendata_ruhver_parkseiten_line.94,5.0,Mischparken,M 9-23,Akademieviertel,Kurfürstenstr.,Mischparken,11.576417192563806,48.153297185135855
opendata_ruhver_parkseiten_line.95,13.0,Mischparken,M 9-23,West Schwabing,Nordendstr.,Mischparken,11.574912097082382,48.159135419469
opendata_ruhver_parkseiten_line.96,8.0,Mischparken mit Parkscheibe,"PS 4h 9-18, Bew 18-23",Herzog-Ernst-Platz,Ganghoferstr.,Mischparken mit Parkscheibe,11.539312370517216,48.125673848522986
opendata_ruhver_parkseiten_line.97,6.0,Mischparken,M 9-23,Clemensstraße,Clemensstr.,Mischparken,11.584628880209268,48.163355718727196
opendata_ruhver_parkseiten_line.98,14.0,Mischparken,M 9-23,Clemensstraße,Clemensstr.,Mischparken,11.585543336128055,48.163322316279434
opendata_ruhver_parkseiten_line.99,14.0,Mischparken,M 9-23,Clemensstraße,Clemensstr.,Mischparken,11.580461091547793,48.16392594288521
opendata_ruhver_parkseiten_line.100,17.0,Mischparken,M 9-23,Bayernplatz,Destouchesstr.,Mischparken,11.570631730159219,48.16501599102998
opendata_ruhver_parkseiten_line.101,12.0,Mischparken,M 9-23,Bayernplatz,Destouchesstr.,Mischparken,11.571785015058259,48.16488922063407
opendata_ruhver_parkseiten_line.102,11.0,Mischparken,M 9-23,Bayernplatz,Destouchesstr.,Mischparken,11.571801028503062,48.16479963064729
opendata_ruhver_parkseiten_line.103,11.0,Mischparken,M 9-23,Regerplatz,Regerpl.,Mischparken,11.58763805297927,48.12413240415971
opendata_ruhver_parkseiten_line.104,7.0,Mischparken,M 9-23,Südliche Au,Ohlmüllerstr.,Mischparken,11.578770925092334,48.12590422528625
opendata_ruhver_parkseiten_line.105,12.0,Mischparken,M 9-23,Südliche Au,Eduard-Schmid-Str.,Mischparken,11.57776939815186,48.12610569486929
opendata_ruhver_parkseiten_line.106,14.0,Bewohnerparken,Bew 9-23,Südliche Au,Boosstr.,Bewohnerparken,11.5777604378715,48.125560127863835
opendata_ruhver_parkseiten_line.107,8.0,Bewohnerparken,Bew 9-23,Südliche Au,Boosstr.,Bewohnerparken,11.577535332813325,48.12561910230384
opendata_ruhver_parkseiten_line.108,8.0,Mischparken,M 9-23,Bayernplatz,Hiltenspergerstr.,Mischparken,11.566790633092301,48.1674625662768
opendata_ruhver_parkseiten_line.109,6.0,Bewohnerparken,Bew 9-23,West Schwabing,Adelheidstr.,Bewohnerparken,11.56795765515534,48.15883033091556
opendata_ruhver_parkseiten_line.110,10.0,Bewohnerparken,Bew 9-23,West Schwabing,Adelheidstr.,Bewohnerparken,11.567764071271984,48.158062092960336
opendata_ruhver_parkseiten_line.111,17.0,Mischparken,M 9-23,West Schwabing,Elisabethstr.,Mischparken,11.571146056014797,48.15844786615808
opendata_ruhver_parkseiten_line.112,15.0,Mischparken,M 9-23,West Schwabing,Elisabethstr.,Mischparken,11.56987634778142,48.1587872350292
opendata_ruhver_parkseiten_line.113,12.0,Mischparken,M 9-23,West Schwabing,Elisabethstr.,Mischparken,11.568379444919557,48.159101811576356
opendata_ruhver_parkseiten_line.114,11.0,Mischparken,M 9-23,West Schwabing,Elisabethstr.,Mischparken,11.567280288335857,48.15929291372383
opendata_ruhver_parkseiten_line.115,15.0,Mischparken,M 9-23,West Schwabing,Elisabethstr.,Mischparken,11.567291239036642,48.15916316501595
opendata_ruhver_parkseiten_line.116,9.0,Mischparken,M 9-23,West Schwabing,Elisabethstr.,Mischparken,11.568506190870469,48.15895118262371
opendata_ruhver_parkseiten_line.117,20.0,Mischparken,M 9-23,West Schwabing,Elisabethstr.,Mischparken,11.565815563724106,48.159401166018014
opendata_ruhver_parkseiten_line.118,20.0,Mischparken,M 9-23,West Schwabing,Elisabethstr.,Mischparken,11.565735912500298,48.159538562565224
opendata_ruhver_parkseiten_line.119,18.0,Mischparken,M 9-23,Altschwabing,Thiemestr.,Mischparken,11.587473214702035,48.156868618120946
opendata_ruhver_parkseiten_line.120,7.0,Mischparken,M 9-23,Giselastraße,Martiusstr.,Mischparken,11.58564787887926,48.15694405021487
opendata_ruhver_parkseiten_line.121,9.0,Bewohnerparken,Bew 9-23,Altschwabing,Kaulbachstr.,Bewohnerparken,11.586633465885097,48.15737180511819
opendata_ruhver_parkseiten_line.122,8.0,Mischparken,M 9-23,Altschwabing,Trautenwolfstr.,Mischparken,11.585495558243496,48.15804019961594
opendata_ruhver_parkseiten_line.123,8.0,Mischparken,M 9-23,Altschwabing,Trautenwolfstr.,Mischparken,11.586381255132759,48.15777447828861
opendata_ruhver_parkseiten_line.124,6.0,Bewohnerparken,Bew 9-23,Altschwabing,Nikolaistr.,Bewohnerparken,11.586621138520686,48.15893393747731
opendata_ruhver_parkseiten_line.125,16.0,Bewohnerparken,Bew 9-23,Altschwabing,Nikolaistr.,Bewohnerparken,11.587620552346726,48.15879645746449
opendata_ruhver_parkseiten_line.126,4.0,Bewohnerparken,Bew 9-23,Altschwabing,Nikolaipl.,Bewohnerparken,11.586844291287893,48.15859610190584
opendata_ruhver_parkseiten_line.127,41.0,Mischparken,M 9-23,Altschwabing,Maria-Josepha-Str.,Mischparken,11.588252954106075,48.1579533846939
opendata_ruhver_parkseiten_line.128,16.0,Mischparken,M 9-23,Altschwabing,Maria-Josepha-Str.,Mischparken,11.5886963501294,48.15793350720393
opendata_ruhver_parkseiten_line.129,6.0,Bewohnerparken,Bew 9-23,Altschwabing,Werneckstr.,Bewohnerparken,11.588364555067637,48.15878824583916
opendata_ruhver_parkseiten_line.130,14.0,Bewohnerparken,Bew 9-23,West Schwabing,Adelheidstr.,Bewohnerparken,11.56747614608729,48.15729558855052
opendata_ruhver_parkseiten_line.131,15.0,Bewohnerparken,Bew 9-23,West Schwabing,Adelheidstr.,Bewohnerparken,11.567561806324612,48.157259812002046
opendata_ruhver_parkseiten_line.132,18.0,Bewohnerparken,Bew 9-23,West Schwabing,Zentnerstr.,Bewohnerparken,11.565043724495675,48.16000197307087
opendata_ruhver_parkseiten_line.133,23.0,Mischparken,M 9-23,Bayernplatz,Schleißheimer Str.,Mischparken,11.564785062619153,48.16552999715198
opendata_ruhver_parkseiten_line.134,12.0,Mischparken,M 9-23,Bayernplatz,Schleißheimer Str.,Mischparken,11.56446550927821,48.163943411718236
opendata_ruhver_parkseiten_line.135,2.0,Mischparken,M 9-23,Barbarastraße,Schleißheimer Str.,Mischparken,11.562840792194738,48.15953978493593
opendata_ruhver_parkseiten_line.136,17.0,Mischparken,M 9-23,Barbarastraße,Schleißheimer Str.,Mischparken,11.562585427419116,48.15871574422208
opendata_ruhver_parkseiten_line.137,6.0,Mischparken,M 9-23,West Schwabing,Schleißheimer Str.,Mischparken,11.562629271026093,48.158072153948645
opendata_ruhver_parkseiten_line.138,5.0,Mischparken,M 9-23,West Schwabing,Schleißheimer Str.,Mischparken,11.56241140074846,48.15739874772403
opendata_ruhver_parkseiten_line.139,9.0,Mischparken,"M 9-18, Bew 18-23",West Schwabing,Zentnerstr.,Mischparken,11.56394278177556,48.157295141542484
opendata_ruhver_parkseiten_line.140,24.0,Bewohnerparken,Bew 9-23,Altschwabing,Liebergesellstr.,Bewohnerparken,11.59522655885812,48.1623030252621
opendata_ruhver_parkseiten_line.141,14.0,Bewohnerparken,Bew 9-23,Altschwabing,Jungwirthstr.,Bewohnerparken,11.59564180282999,48.16305852759426
opendata_ruhver_parkseiten_line.142,11.0,Mischparken,M 9-23,Altschwabing,Marktstr.,Mischparken,11.58825062857003,48.162732402251244
opendata_ruhver_parkseiten_line.143,12.0,Mischparken,M 9-23,Altschwabing,Marktstr.,Mischparken,11.588364040934808,48.16270726285403
opendata_ruhver_parkseiten_line.144,13.0,Mischparken,M 9-23,Altschwabing,Marktstr.,Mischparken,11.588555706590586,48.1619086914222
opendata_ruhver_parkseiten_line.145,7.0,Mischparken,M 9-23,Altschwabing,Hesseloherstr.,Mischparken,11.587814491123854,48.16311886953289
opendata_ruhver_parkseiten_line.146,3.0,Mischparken,M 9-23,Altschwabing,Hesseloherstr.,Mischparken,11.587897469499485,48.16318459759118
opendata_ruhver_parkseiten_line.147,21.0,Bewohnerparken,Bew 9-23,Altschwabing,Kunigundenstr.,Bewohnerparken,11.590934932147087,48.165248357050935
opendata_ruhver_parkseiten_line.148,5.0,Kurzzeitparken,"KZP 2h 9-18, M 18-23",West Schwabing,Elisabethstr.,Kurzzeitparken,11.564624955650332,48.15956573673003
opendata_ruhver_parkseiten_line.149,21.0,Mischparken,M 9-23,West Schwabing,Elisabethstr.,Mischparken,11.564123697535765,48.15974869266774
opendata_ruhver_parkseiten_line.150,30.0,Bewohnerparken,Bew 9-23,West Schwabing,Agnesstr.,Bewohnerparken,11.563550356608971,48.15827006543886
opendata_ruhver_parkseiten_line.151,20.0,Mischparken,M 9-23,Clemensstraße,Karl-Theodor-Str.,Mischparken,11.580268498568541,48.16645676072743
opendata_ruhver_parkseiten_line.152,22.0,Bewohnerparken,Bew 9-23,West Schwabing,Agnesstr.,Bewohnerparken,11.563465757509576,48.15818004323464
opendata_ruhver_parkseiten_line.153,22.0,Bewohnerparken,Bew 9-23,West Schwabing,Agnesstr.,Bewohnerparken,11.565232836193314,48.157949127257844
opendata_ruhver_parkseiten_line.154,32.0,Bewohnerparken,Bew 9-23,West Schwabing,Agnesstr.,Bewohnerparken,11.565281165147834,48.15804322756503
opendata_ruhver_parkseiten_line.155,28.0,Mischparken,M 9-23,West Schwabing,Georgenstr.,Mischparken,11.56317439768261,48.15708679261241
opendata_ruhver_parkseiten_line.156,16.0,Mischparken,M 9-23,Schleißheimer Straße,Georgenstr.,Mischparken,11.563070527904232,48.15700877294378
opendata_ruhver_parkseiten_line.157,15.0,Mischparken,M 9-23,Schleißheimer Straße,Georgenstr.,Mischparken,11.566720602219092,48.15672926413143
opendata_ruhver_parkseiten_line.158,21.0,Bewohnerparken,Bew 9-23,West Schwabing,Keuslinstr.,Bewohnerparken,11.563330655400577,48.15772670286742
opendata_ruhver_parkseiten_line.159,20.0,Bewohnerparken,Bew 9-23,West Schwabing,Keuslinstr.,Bewohnerparken,11.563360047088366,48.15765762648081
opendata_ruhver_parkseiten_line.160,22.0,Bewohnerparken,Bew 9-23,West Schwabing,Keuslinstr.,Bewohnerparken,11.565026709180453,48.1574737854885
opendata_ruhver_parkseiten_line.161,24.0,Bewohnerparken,Bew 9-23,West Schwabing,Keuslinstr.,Bewohnerparken,11.564983520263997,48.157419526178145
opendata_ruhver_parkseiten_line.162,20.0,Bewohnerparken,Bew 9-23,West Schwabing,Krumbacherstr.,Bewohnerparken,11.565654754021487,48.158848519338314
opendata_ruhver_parkseiten_line.163,16.0,Bewohnerparken,Bew 9-23,West Schwabing,Krumbacherstr.,Bewohnerparken,11.567119901969713,48.15838688437819
opendata_ruhver_parkseiten_line.164,18.0,Bewohnerparken,Bew 9-23,West Schwabing,Horscheltstr.,Bewohnerparken,11.566016614812245,48.160322292598195
opendata_ruhver_parkseiten_line.165,18.0,Bewohnerparken,Bew 9-23,West Schwabing,Horscheltstr.,Bewohnerparken,11.56592407663313,48.160265679767086
opendata_ruhver_parkseiten_line.166,26.0,Bewohnerparken,Bew 9-23,Bayernplatz,Böttingerstr.,Bewohnerparken,11.565975099094405,48.16700582357809
opendata_ruhver_parkseiten_line.167,18.0,Absolutes Halteverbot temporär,"AHV 6:30-8:30, AHV 16-19, EHV 8:30-16, sonst frei",Bayernplatz,Karl-Theodor-Str.,Absolutes Halteverbot (auch temporär),11.565913496444804,48.16776554949851
opendata_ruhver_parkseiten_line.168,31.0,Mischparken,M 9-23,Bayernplatz,Karl-Theodor-Str.,Mischparken,11.572157830115668,48.16721669019251
opendata_ruhver_parkseiten_line.169,11.0,Mischparken,M 9-23,Kölner Platz,Karl-Theodor-Str.,Mischparken,11.574730923161743,48.1671832308425
opendata_ruhver_parkseiten_line.170,15.0,Mischparken,M 9-23,Clemensstraße,Karl-Theodor-Str.,Mischparken,11.574680114295191,48.16700749574361
opendata_ruhver_parkseiten_line.171,8.0,Bewohnerparken,Bew 9-23,West Schwabing,Agnesstr.,Bewohnerparken,11.567082366510512,48.15783147405424
opendata_ruhver_parkseiten_line.172,12.0,Bewohnerparken,Bew 9-23,West Schwabing,Agnesstr.,Bewohnerparken,11.568230682022765,48.15769464493923
opendata_ruhver_parkseiten_line.173,16.0,Bewohnerparken,Bew 9-23,West Schwabing,Agnesstr.,Bewohnerparken,11.566889565357997,48.15777508468086
opendata_ruhver_parkseiten_line.174,14.0,Bewohnerparken,Bew 9-23,West Schwabing,Agnesstr.,Bewohnerparken,11.568211297504513,48.157617934613114
opendata_ruhver_parkseiten_line.175,20.0,Mischparken,M 9-23,West Schwabing,Agnesstr.,Mischparken,11.570631443355204,48.15739707798628
opendata_ruhver_parkseiten_line.176,11.0,Mischparken,M 9-23,West Schwabing,Agnesstr.,Mischparken,11.569485603769861,48.15744669428847
opendata_ruhver_parkseiten_line.177,11.0,Mischparken,M 9-23,West Schwabing,Agnesstr.,Mischparken,11.570421842245953,48.15732254098815
opendata_ruhver_parkseiten_line.178,17.0,Mischparken,M 9-23,West Schwabing,Agnesstr.,Mischparken,11.571837074151478,48.15721358975402
opendata_ruhver_parkseiten_line.179,20.0,Bewohnerparken,Bew 9-23,West Schwabing,Isabellastr.,Bewohnerparken,11.570888036664774,48.156884792078216
opendata_ruhver_parkseiten_line.180,22.0,Bewohnerparken,Bew 9-23,West Schwabing,Isabellastr.,Bewohnerparken,11.571064197877753,48.15684388126567
opendata_ruhver_parkseiten_line.181,25.0,Bewohnerparken,Bew 9-23,West Schwabing,Isabellastr.,Bewohnerparken,11.571450566577926,48.1577581691581
opendata_ruhver_parkseiten_line.182,25.0,Bewohnerparken,Bew 9-23,West Schwabing,Isabellastr.,Bewohnerparken,11.571622486150112,48.1577085871253
opendata_ruhver_parkseiten_line.183,28.0,Mischparken,M 9-23,West Schwabing,Isabellastr.,Mischparken,11.572281282283532,48.15871965523847
opendata_ruhver_parkseiten_line.184,9.0,Mischparken,M 9-23,Südliches Lehel,Thierschstr.,Mischparken,11.585702086928336,48.134370385026216
opendata_ruhver_parkseiten_line.185,8.0,Mischparken,"M 9-18, Bew 18-23",Südliches Lehel,Thierschstr.,Mischparken,11.58644299288534,48.13477358830629
opendata_ruhver_parkseiten_line.186,14.0,Mischparken,"M 9-18, Bew 18-23",Südliches Lehel,Thierschstr.,Mischparken,11.586906155420559,48.135512576954824
opendata_ruhver_parkseiten_line.187,6.0,Mischparken,"M 9-18, Bew 18-23",Südliches Lehel,Thierschstr.,Mischparken,11.587099486293326,48.13547926295417
opendata_ruhver_parkseiten_line.188,19.0,Mischparken,"M 9-18, Bew 18-23",Südliches Lehel,Thierschstr.,Mischparken,11.587476984810328,48.13636711725127
opendata_ruhver_parkseiten_line.189,3.0,Mischparken,"M 9-18, Bew 18-23",Südliches Lehel,Thierschstr.,Mischparken,11.587797161328396,48.137113535393595
opendata_ruhver_parkseiten_line.190,21.0,Bewohnerparken,Bew 9-23,Südliches Lehel,Knöbelstr.,Bewohnerparken,11.585680418663326,48.13720008927921
opendata_ruhver_parkseiten_line.191,6.0,Mischparken,"M 9-18, Bew 18-23",Südliches Lehel,Adelgundenstr.,Mischparken,11.586528580353564,48.13731273619834
opendata_ruhver_parkseiten_line.192,16.0,Bewohnerparken,Bew 9-23,Südliches Lehel,Knöbelstr.,Bewohnerparken,11.585634496046143,48.13714251086439
opendata_ruhver_parkseiten_line.193,6.0,Mischparken,"M 9-18, Bew 18-23",Südliches Lehel,Adelgundenstr.,Mischparken,11.586615267805152,48.13729320020763
opendata_ruhver_parkseiten_line.194,17.0,Bewohnerparken,Bew 9-23,Südliches Lehel,Liebherrstr.,Bewohnerparken,11.584794523650494,48.13473809081706
opendata_ruhver_parkseiten_line.195,19.0,Bewohnerparken,Bew 9-23,Südliches Lehel,Liebherrstr.,Bewohnerparken,11.58481341941817,48.135016367132394
opendata_ruhver_parkseiten_line.196,10.0,Bewohnerparken,Bew 9-23,Südliches Lehel,Mannhardtstr.,Bewohnerparken,11.585423271730713,48.135341394072995
opendata_ruhver_parkseiten_line.197,12.0,Bewohnerparken,Bew 9-23,Südliches Lehel,Kanalstr.,Bewohnerparken,11.584070063746712,48.13509830180555
opendata_ruhver_parkseiten_line.198,12.0,Bewohnerparken,Bew 9-23,Südliches Lehel,Kanalstr.,Bewohnerparken,11.584063603727442,48.13516491602356
opendata_ruhver_parkseiten_line.199,10.0,Bewohnerparken,Bew 9-23,Südliches Lehel,Kanalstr.,Bewohnerparken,11.584314740971545,48.13568630988681
opendata_ruhver_parkseiten_line.200,14.0,Bewohnerparken,Bew 9-23,Südliches Lehel,Kanalstr.,Bewohnerparken,11.584451217653692,48.135690907815246
opendata_ruhver_parkseiten_line.201,7.0,Bewohnerparken,Bew 9-23,Südliches Lehel,Adelgundenstr.,Bewohnerparken,11.58630119680942,48.13512837715071
opendata_ruhver_parkseiten_line.202,6.0,Bewohnerparken,Bew 9-23,Südliches Lehel,Adelgundenstr.,Bewohnerparken,11.586315782730134,48.13526260514336
opendata_ruhver_parkseiten_line.203,9.0,Bewohnerparken,Bew 9-23,Südliches Lehel,Adelgundenstr.,Bewohnerparken,11.586223344140942,48.13559605971669
opendata_ruhver_parkseiten_line.204,21.0,Mischparken,"M 9-18, Bew 18-23",Südliches Lehel,Thierschstr.,Mischparken,11.587610931868241,48.136340766591935
opendata_ruhver_parkseiten_line.205,9.0,Bewohnerparken,Bew 9-23,Südliches Lehel,Adelgundenstr.,Bewohnerparken,11.586131931773615,48.13560892319463
opendata_ruhver_parkseiten_line.206,23.0,Bewohnerparken,Bew 9-23,Südliches Lehel,Adelgundenstr.,Bewohnerparken,11.586317582002245,48.13646242472125
opendata_ruhver_parkseiten_line.207,26.0,Mischparken,M 9-23,West Schwabing,Isabellastr.,Mischparken,11.572103383249917,48.1587653604026
opendata_ruhver_parkseiten_line.208,34.0,Mischparken,M 9-23,West Schwabing,Isabellastr.,Mischparken,11.572856241813188,48.159940375229255
opendata_ruhver_parkseiten_line.209,34.0,Mischparken,M 9-23,West Schwabing,Isabellastr.,Mischparken,11.573027709438117,48.15989678181733
opendata_ruhver_parkseiten_line.210,20.0,Bewohnerparken,Bew 9-23,West Schwabing,Gentzstr.,Bewohnerparken,11.573364028060551,48.158415852837194
opendata_ruhver_parkseiten_line.211,20.0,Bewohnerparken,Bew 9-23,West Schwabing,Gentzstr.,Bewohnerparken,11.573475944320432,48.15843667315375
opendata_ruhver_parkseiten_line.212,10.0,Mischparken,M 9-23,West Schwabing,Arcisstr.,Mischparken,11.573563329048852,48.156155900541016
opendata_ruhver_parkseiten_line.213,7.0,Mischparken,M 9-23,TU-Viertel,Georgenstr.,Mischparken,11.570231213355166,48.15652532187694
opendata_ruhver_parkseiten_line.214,11.0,Mischparken,M 9-23,TU-Viertel,Georgenstr.,Mischparken,11.569112558431502,48.15662362344749
opendata_ruhver_parkseiten_line.215,18.0,Mischparken,M 9-23,West Schwabing,Georgenstr.,Mischparken,11.56920153958193,48.15671451980469
opendata_ruhver_parkseiten_line.216,23.0,Mischparken,M 9-23,West Schwabing,Georgenstr.,Mischparken,11.570223050418454,48.15662104093902
opendata_ruhver_parkseiten_line.217,5.0,Mischparken,M 9-23,TU-Viertel,Georgenstr.,Mischparken,11.568099943108178,48.15671116958582
opendata_ruhver_parkseiten_line.218,8.0,Mischparken,M 9-23,West Schwabing,Georgenstr.,Mischparken,11.568126093712731,48.15680903471086
opendata_ruhver_parkseiten_line.219,13.0,Bewohnerparken,Bew 9-23,Schleißheimer Straße,Adelheidstr.,Bewohnerparken,11.567225569724233,48.1562595624609
opendata_ruhver_parkseiten_line.220,16.0,Bewohnerparken,Bew 9-23,Schleißheimer Straße,Adelheidstr.,Bewohnerparken,11.567304893899225,48.156207731653865
opendata_ruhver_parkseiten_line.221,7.0,Mischparken,M 9-23,TU-Viertel,Tengstr.,Mischparken,11.567976425529773,48.15387149162835
opendata_ruhver_parkseiten_line.222,21.0,Mischparken,M 9-23,TU-Viertel,Tengstr.,Mischparken,11.568483860877283,48.155530568539945
opendata_ruhver_parkseiten_line.223,23.0,Mischparken,M 9-23,TU-Viertel,Tengstr.,Mischparken,11.568592766472417,48.15630874054236
opendata_ruhver_parkseiten_line.224,27.0,Mischparken,M 9-23,West Schwabing,Tengstr.,Mischparken,11.56862283501377,48.15717896755181
opendata_ruhver_parkseiten_line.225,38.0,Mischparken,M 9-23,West Schwabing,Tengstr.,Mischparken,11.568868321860428,48.15825684444908
opendata_ruhver_parkseiten_line.226,25.0,Mischparken,M 9-23,West Schwabing,Tengstr.,Mischparken,11.56885879072628,48.157151569618684
opendata_ruhver_parkseiten_line.227,35.0,Mischparken,M 9-23,West Schwabing,Tengstr.,Mischparken,11.56911169424928,48.158316717732
opendata_ruhver_parkseiten_line.228,22.0,Mischparken,M 9-23,West Schwabing,Tengstr.,Mischparken,11.568689877232218,48.16070156241237
opendata_ruhver_parkseiten_line.229,9.0,Mischparken,M 9-23,West Schwabing,Tengstr.,Mischparken,11.568953316885334,48.160506323828635
opendata_ruhver_parkseiten_line.230,14.0,Bewohnerparken,Bew 9-23,West Schwabing,Ansbacher Str.,Bewohnerparken,11.569926384930987,48.160488714221685
opendata_ruhver_parkseiten_line.231,16.0,Bewohnerparken,Bew 9-23,West Schwabing,Ansbacher Str.,Bewohnerparken,11.569992695279762,48.160466591841825
